RESULTADOS_CONVOCATORIA;CÓDIGO DE GRUPO;NOMBRE DEL GRUPO;LÍDER DEL GRUPO;GRUPO RECONOCIDO;GRUPO INSCRITO PARA MEDICIÓN;CLASIFICACIÓN DEL GRUPO
2017 - Convocatoria 781 - 2017;COL0077064;INGENIERIA DEL SOFTWARE Y REDES;PAOLA PATRICIA ARIZA COLPAS;Si;Sí;A
2016 - Convocatoria 737 - 2015;COL0077064;INGENIERIA DEL SOFTWARE Y REDES;FABIO ENRIQUE MENDOZA PALECHOR;Si;SÍ;B
2015 - Convocatoria 693 - 2014;COL0077064;INGENIERIA DEL SOFTWARE Y REDES;FABIO ENRIQUE MENDOZA PALECHOR;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0077064;INGENIERIA DEL SOFTWARE Y REDES;FABIO ENRIQUE MENDOZA PALECHOR;Si;;C
2019 - Convocatoria 833 - 2018;COL0077091;GRUPO DE INVESTIGACION EN SOCIEDAD, EMPRESA Y MEDIO AMBIENTE (GISEMA);DIEGO CARDONA ARBELAEZ;Si;Sí;A
2016 - Convocatoria 737 - 2015;COL0077091;GRUPO DE INVESTIGACION EN SOCIEDAD, EMPRESA Y MEDIO AMBIENTE (GISEMA);MARIA CRISTINA BUSTILLO CASTILLEJO;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0077091;GRUPO DE INVESTIGACION EN SOCIEDAD, EMPRESA Y MEDIO AMBIENTE (GISEMA);MARIA CRISTINA BUSTILLO CASTILLEJO;Si;SÍ;D
2013 - Convocatoria 640 - 2013;COL0077091;GRUPO DE INVESTIGACION EN SOCIEDAD, EMPRESA Y MEDIO AMBIENTE (GISEMA);MARIA CRISTINA BUSTILLO CASTILLEJO;Si;;D
2017 - Convocatoria 781 - 2017;COL0077091;GRUPO DE INVESTIGACION EN SOCIEDAD, EMPRESA Y MEDIO AMBIENTE (GISEMA);MARIA CRISTINA BUSTILLO CASTILLEJO;Si;Sí;B
2013 - Convocatoria 640 - 2013;COL0077126;GRUPO DE INVESTIGACIÓN EN CULTURA Y ESPIRITUALIDAD (INCE);SANTIAGO VALENCIA LÓPEZ;Si;;D
2016 - Convocatoria 737 - 2015;COL0077144;GRUPO DE INVESTIGACION EN MICOBACTERIAS;LILIAN BARANDICA CAÑON;Si;SÍ;C
2019 - Convocatoria 833 - 2018;COL0077189;LABORATORIO DE INVESTIGACIONES FITOQUIMICAS Y FARMACOLOGICAS DE LA UNIVERSIDAD DE CARTAGENA (LIFFUC);FREDYC DIAZ CASTILLO;Si;Sí;B
2019 - Convocatoria 833 - 2018;COL0077189;LABORATORIO DE INVESTIGACIONES FITOQUIMICAS Y FARMACOLOGICAS DE LA UNIVERSIDAD DE CARTAGENA (LIFFUC);FREDYC DIAZ CASTILLO;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0077189;LABORATORIO DE INVESTIGACIONES FITOQUIMICAS Y FARMACOLOGICAS DE LA UNIVERSIDAD DE CARTAGENA (LIFFUC);FREDYC DIAZ CASTILLO;Si;SÍ;B
2016 - Convocatoria 737 - 2015;COL0077189;LABORATORIO DE INVESTIGACIONES FITOQUIMICAS Y FARMACOLOGICAS DE LA UNIVERSIDAD DE CARTAGENA (LIFFUC);FREDYC DIAZ CASTILLO;Si;SÍ;B
2015 - Convocatoria 693 - 2014;COL0077189;LABORATORIO DE INVESTIGACIONES FITOQUIMICAS Y FARMACOLOGICAS DE LA UNIVERSIDAD DE CARTAGENA (LIFFUC);FREDYC DIAZ CASTILLO;Si;SÍ;B
2015 - Convocatoria 693 - 2014;COL0077189;LABORATORIO DE INVESTIGACIONES FITOQUIMICAS Y FARMACOLOGICAS DE LA UNIVERSIDAD DE CARTAGENA (LIFFUC);FREDYC DIAZ CASTILLO;Si;SÍ;B
2013 - Convocatoria 640 - 2013;COL0077189;LABORATORIO DE INVESTIGACIONES FITOQUIMICAS Y FARMACOLOGICAS DE LA UNIVERSIDAD DE CARTAGENA (LIFFUC);FREDYC DIAZ CASTILLO;Si;;B
2013 - Convocatoria 640 - 2013;COL0077189;LABORATORIO DE INVESTIGACIONES FITOQUIMICAS Y FARMACOLOGICAS DE LA UNIVERSIDAD DE CARTAGENA (LIFFUC);FREDYC DIAZ CASTILLO;Si;;B
2017 - Convocatoria 781 - 2017;COL0077189;LABORATORIO DE INVESTIGACIONES FITOQUIMICAS Y FARMACOLOGICAS DE LA UNIVERSIDAD DE CARTAGENA (LIFFUC);FREDYC DIAZ CASTILLO;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0077189;LABORATORIO DE INVESTIGACIONES FITOQUIMICAS Y FARMACOLOGICAS DE LA UNIVERSIDAD DE CARTAGENA (LIFFUC);FREDYC DIAZ CASTILLO;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0077242;FILOSOFIA Y MEMORIA;ALBERTO ANTONIO BERÓN OSPINA;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0077242;FILOSOFIA Y MEMORIA;ALBERTO ANTONIO BERÓN OSPINA;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0077242;FILOSOFIA Y MEMORIA;ALBERTO ANTONIO BERÓN OSPINA;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0077242;FILOSOFIA Y MEMORIA;ALBERTO ANTONIO BERÓN OSPINA;Si;;C
2013 - Convocatoria 640 - 2013;COL0077251;GESTION INTEGRAL DE LAS ORGANIZACIONES;EMILY KAREN QUIROGA GÓMEZ;Si;;D
2019 - Convocatoria 833 - 2018;COL0077269;ARTES Y HUMANIDADES;DANNY ZULAY URREGO CÁRDENAS;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0077269;ARTES Y HUMANIDADES;DANNY ZULAY URREGO CÁRDENAS;Si;Sí;A
2016 - Convocatoria 737 - 2015;COL0077269;ARTES Y HUMANIDADES;DANNY ZULAY URREGO CÁRDENAS;Si;SÍ;B
2015 - Convocatoria 693 - 2014;COL0077269;ARTES Y HUMANIDADES;JAMIR MAURICIO MORENO ESPINAL;Si;SÍ;C
2019 - Convocatoria 833 - 2018;COL0077322;GRUPO DE ESTUDIOS NEOINSTITUCIONALES GEN;CARLOS TELLO CASTRILLON;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0077322;GRUPO DE ESTUDIOS NEOINSTITUCIONALES GEN;CARLOS TELLO CASTRILLON;Si;Sí;C
2015 - Convocatoria 693 - 2014;COL0077322;GRUPO DE ESTUDIOS NEOINSTITUCIONALES GEN;CARLOS TELLO CASTRILLON;Si;SÍ;D
2019 - Convocatoria 833 - 2018;COL0077359;GRUPO BIOCALORIMETRIA;DIANA ALEXANDRA TORRES SÁNCHEZ;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0077359;GRUPO BIOCALORIMETRIA;DIANA ALEXANDRA TORRES SÁNCHEZ;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0077359;GRUPO BIOCALORIMETRIA;DIANA ALEXANDRA TORRES SÁNCHEZ;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0077359;GRUPO BIOCALORIMETRIA;DIANA ALEXANDRA TORRES SÁNCHEZ;Si;;D
2013 - Convocatoria 640 - 2013;COL0077387;GRUPO INTERDISCIPLINARIO PARA EL DESARROLLO DEL PENSAMIENTO Y LA ACCIÓN DIALÓGICA GIDPAD;ALFONSO INSUASTY RODRÍGUEZ;Si;;D
2015 - Convocatoria 693 - 2014;COL0077387;GRUPO INTERDISCIPLINARIO PARA EL DESARROLLO DEL PENSAMIENTO Y LA ACCIÓN DIALÓGICA GIDPAD;ALFONSO INSUASTY RODRÍGUEZ;Si;SÍ;B
2019 - Convocatoria 833 - 2018;COL0077387;GRUPO INTERDISCIPLINARIO PARA EL DESARROLLO DEL PENSAMIENTO Y LA ACCIÓN DIALÓGICA GIDPAD;ALFONSO INSUASTY RODRÍGUEZ;Si;Sí;A1
2017 - Convocatoria 781 - 2017;COL0077387;GRUPO INTERDISCIPLINARIO PARA EL DESARROLLO DEL PENSAMIENTO Y LA ACCIÓN DIALÓGICA GIDPAD;ALFONSO INSUASTY RODRÍGUEZ;Si;Sí;A1
2016 - Convocatoria 737 - 2015;COL0077387;GRUPO INTERDISCIPLINARIO PARA EL DESARROLLO DEL PENSAMIENTO Y LA ACCIÓN DIALÓGICA GIDPAD;ALFONSO INSUASTY RODRÍGUEZ;Si;SÍ;B
2017 - Convocatoria 781 - 2017;COL0077509;GRUPO DE INVESTIGACIÓN EN DESARROLLO DE SOFTWARE GISOFT;SARA ROMERO;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0077509;GRUPO DE INVESTIGACIÓN EN DESARROLLO DE SOFTWARE GISOFT;LESLEY FABIOLA BOHORQUEZ CHACON;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0077565;METROLOGIA;LUIS GREGORIO MEZA CONTRERAS;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0077583;GRUPO PRODUCTOS VERDES (GPV);JUAN ROJAS VARGAS;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0077583;GRUPO PRODUCTOS VERDES (GPV);XIOMARA YÁÑEZ RUEDA;Si;No;Reconocido
2016 - Convocatoria 737 - 2015;COL0077583;GRUPO PRODUCTOS VERDES (GPV);XIOMARA YÁÑEZ RUEDA;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0077583;GRUPO PRODUCTOS VERDES (GPV);XIOMARA YÁÑEZ RUEDA;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0077583;GRUPO PRODUCTOS VERDES (GPV);XIOMARA YÁÑEZ RUEDA;Si;;B
2019 - Convocatoria 833 - 2018;COL0077618;ESAVE;OSCAR EDILSON GOMEZ VARGAS;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0077618;ESAVE;OSCAR EDILSON GOMEZ VARGAS;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0077618;ESAVE;PEDRO FERNANDO MELO DAZA;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0077618;ESAVE;PEDRO FERNANDO MELO DAZA;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0077618;ESAVE;PEDRO FERNANDO MELO DAZA;Si;SÍ;C
2016 - Convocatoria 737 - 2015;COL0077618;ESAVE;PEDRO FERNANDO MELO DAZA;Si;SÍ;C
2017 - Convocatoria 781 - 2017;COL0077627;IMPROVIZARTE;AVELINO NIÑO RODRÍGUEZ;Si;No;Reconocido
2016 - Convocatoria 737 - 2015;COL0077627;IMPROVIZARTE;AVELINO NIÑO RODRÍGUEZ;Si;No;Reconocido
2015 - Convocatoria 693 - 2014;COL0077627;IMPROVIZARTE;AVELINO NIÑO RODRÍGUEZ;Si;SÍ;D
2013 - Convocatoria 640 - 2013;COL0077627;IMPROVIZARTE;AVELINO NIÑO RODRÍGUEZ;Si;;D
2019 - Convocatoria 833 - 2018;COL0077707;GRUPO INTEGRADO DE INVESTIGACIONES EN QUÍMICA BIOORGÁNICA (INQUIBIO);ERICSSON DAVID COY BARRERA;Si;Sí;A1
2016 - Convocatoria 737 - 2015;COL0077707;GRUPO INTEGRADO DE INVESTIGACIONES EN QUÍMICA BIOORGÁNICA (INQUIBIO);ERICSSON DAVID COY BARRERA;Si;SÍ;A1
2015 - Convocatoria 693 - 2014;COL0077707;GRUPO INTEGRADO DE INVESTIGACIONES EN QUÍMICA BIOORGÁNICA (INQUIBIO);ERICSSON DAVID COY BARRERA;Si;SÍ;A1
2013 - Convocatoria 640 - 2013;COL0077707;GRUPO INTEGRADO DE INVESTIGACIONES EN QUÍMICA BIOORGÁNICA (INQUIBIO);ERICSSON DAVID COY BARRERA;Si;;B
2017 - Convocatoria 781 - 2017;COL0077707;GRUPO INTEGRADO DE INVESTIGACIONES EN QUÍMICA BIOORGÁNICA (INQUIBIO);ERICSSON DAVID COY BARRERA;Si;Sí;A1
2015 - Convocatoria 693 - 2014;COL0077725;LALETUS (LANGUAGE LEARNING AND TEACHING UNIVERSIDAD DE LA SABANA);JERMAINE SYLVESTER MCDOUGALD;Si;No;Reconocido
2016 - Convocatoria 737 - 2015;COL0077725;LALETUS (LANGUAGE LEARNING AND TEACHING UNIVERSIDAD DE LA SABANA);JERMAINE SYLVESTER MCDOUGALD;Si;SÍ;C
2019 - Convocatoria 833 - 2018;COL0077725;LALETUS (LANGUAGE LEARNING AND TEACHING UNIVERSIDAD DE LA SABANA);JERMAINE SYLVESTER MCDOUGALD;Si;Sí;B
2013 - Convocatoria 640 - 2013;COL0077725;LALETUS (LANGUAGE LEARNING AND TEACHING UNIVERSIDAD DE LA SABANA);NOHORA EDITH BRYAN ZAMBRANO;Si;;D
2017 - Convocatoria 781 - 2017;COL0077725;LALETUS (LANGUAGE LEARNING AND TEACHING UNIVERSIDAD DE LA SABANA);JERMAINE SYLVESTER MCDOUGALD;Si;Sí;B
2013 - Convocatoria 640 - 2013;COL0077799;INVESTIGACIÓN-IT UNIMINUTO;MANUEL FERNANDO DÁVILA SGUERRA;No;;No reconocido_Avalado
2019 - Convocatoria 833 - 2018;COL0077799;INVESTIGACIÓN-IT UNIMINUTO;EDGAR ALIRIO AGUIRRE BUENAVENTURA;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0077799;INVESTIGACIÓN-IT UNIMINUTO;EDGAR ALIRIO AGUIRRE BUENAVENTURA;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0077799;INVESTIGACIÓN-IT UNIMINUTO;EDGAR ALIRIO AGUIRRE BUENAVENTURA;Si;SÍ;D
2015 - Convocatoria 693 - 2014;COL0077799;INVESTIGACIÓN-IT UNIMINUTO;MANUEL FERNANDO DÁVILA SGUERRA;Si;SÍ;D
2017 - Convocatoria 781 - 2017;COL0077814;AGROBIOLOGÍA DE ESPECIES VEGETALESPROMISORIAS DE CLIMA FRÍO;MARIA MERCEDES PÉREZ TRUJILLO;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0077814;AGROBIOLOGÍA DE ESPECIES VEGETALESPROMISORIAS DE CLIMA FRÍO;MARIA MERCEDES PÉREZ TRUJILLO;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0077814;AGROBIOLOGÍA DE ESPECIES VEGETALESPROMISORIAS DE CLIMA FRÍO;MARIA MERCEDES PÉREZ TRUJILLO;Si;SÍ;D
2013 - Convocatoria 640 - 2013;COL0077814;AGROBIOLOGÍA DE ESPECIES VEGETALESPROMISORIAS DE CLIMA FRÍO;MARIA MERCEDES PÉREZ TRUJILLO;Si;;B
2017 - Convocatoria 781 - 2017;COL0077859;EPISTEMOLOGÍA, HISTORIA Y ENSEÑANZA DE LA EDUCACIÓN FÍSICA;JOSÉ ORLANDO PACHÓN MORENO;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0077912;AINDE ESGON;JOSE LUIS RAMIREZ HINESTROZA;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0077912;AINDE ESGON;JOSE LUIS RAMIREZ HINESTROZA;Si;SÍ;C
2019 - Convocatoria 833 - 2018;COL0077949;AMÉRICA LATINA: TRANSFORMACIONES, DINÁMICAS POLÍTICAS Y PENSAMIENTO SOCIAL;MIGUEL ANGEL BELTRÁN VILLEGAS;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0077949;AMÉRICA LATINA: TRANSFORMACIONES, DINÁMICAS POLÍTICAS Y PENSAMIENTO SOCIAL;MIGUEL ANGEL BELTRÁN VILLEGAS;Si;Sí;C
2013 - Convocatoria 640 - 2013;COL0077949;AMÉRICA LATINA: TRANSFORMACIONES, DINÁMICAS POLÍTICAS Y PENSAMIENTO SOCIAL;MIGUEL ANGEL BELTRÁN VILLEGAS;No;;No reconocido_Avalado
2013 - Convocatoria 640 - 2013;COL0077949;AMÉRICA LATINA: TRANSFORMACIONES, DINÁMICAS POLÍTICAS Y PENSAMIENTO SOCIAL;MIGUEL ANGEL BELTRÁN VILLEGAS;No;;No reconocido_Avalado
2019 - Convocatoria 833 - 2018;COL0077968;GRUPO DE INVESTIGACIÓN EN ANÁLISIS DE DATOS Y SOCIOLOGÍA COMPUTACIONAL GIADSC;JULIAN DAVID ECHEVERRY CORREA;Si;Sí;A
2019 - Convocatoria 833 - 2018;COL0077977;IPES (INVESTIGACIÓN EN PRÁCTICAS EDUCATIVAS Y SOCIALES);MARTHA ISABEL BARRERO GALINDO;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0077977;IPES (INVESTIGACIÓN EN PRÁCTICAS EDUCATIVAS Y SOCIALES);MARTHA ISABEL BARRERO GALINDO;Si;Sí;C
2015 - Convocatoria 693 - 2014;COL0077977;IPES (INVESTIGACIÓN EN PRÁCTICAS EDUCATIVAS Y SOCIALES);MARTHA ISABEL BARRERO GALINDO;Si;SÍ;C
2019 - Convocatoria 833 - 2018;COL0078025;INTEROPERABILIDAD TECNOLOGICA Y SEMANTICA;JULIO BARÓN VELANDIA;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0078025;INTEROPERABILIDAD TECNOLOGICA Y SEMANTICA;JULIO BARÓN VELANDIA;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0078025;INTEROPERABILIDAD TECNOLOGICA Y SEMANTICA;JULIO BARÓN VELANDIA;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0078025;INTEROPERABILIDAD TECNOLOGICA Y SEMANTICA;JULIO BARÓN VELANDIA;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0078025;INTEROPERABILIDAD TECNOLOGICA Y SEMANTICA;JULIO BARÓN VELANDIA;Si;;D
2019 - Convocatoria 833 - 2018;COL0078052;SISTEMAS I COMPUTACION TIC;NAYIBE SORAYA SANCHEZ LEON;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0078052;SISTEMAS I COMPUTACION TIC;NAYIBE SORAYA SANCHEZ LEON;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0078089;GRUPO VERICEL;LINA MARIA CARRILLO BONILLA;Si;No;Reconocido
2017 - Convocatoria 781 - 2017;COL0078089;GRUPO VERICEL;JENNY JOVANA CHAPARRO GUTIÉRREZ;Si;No;Reconocido
2016 - Convocatoria 737 - 2015;COL0078089;GRUPO VERICEL;JENNY JOVANA CHAPARRO GUTIÉRREZ;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0078089;GRUPO VERICEL;JENNY JOVANA CHAPARRO GUTIÉRREZ;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0078089;GRUPO VERICEL;JENNY JOVANA CHAPARRO GUTIÉRREZ;Si;;B
2019 - Convocatoria 833 - 2018;COL0078123;CONOCIMIENTO, MANEJO Y CONSERVACIÓN DE LOS ECOSISTEMAS DEL CHOCÓ BIOGEOGRAFICO;GIOVANNY RAMIREZ MORENO;Si;Sí;B
2019 - Convocatoria 833 - 2018;COL0078197;GRUPO DE INVESTIGACIÓN CREATIC;WILFRED FABIAN RIVERA MARTINEZ;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0078197;GRUPO DE INVESTIGACIÓN CREATIC;WILFRED FABIAN RIVERA MARTINEZ;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0078221;ESPACIOS FUNCIONALES;RAMIRO MIGUEL ACEVEDO MARTÍNEZ;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0078221;ESPACIOS FUNCIONALES;RAMIRO MIGUEL ACEVEDO MARTÍNEZ;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0078221;ESPACIOS FUNCIONALES;RAMIRO MIGUEL ACEVEDO MARTÍNEZ;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0078221;ESPACIOS FUNCIONALES;FRANCISCO EDUARDO ENRÍQUEZ BELALCÁZAR;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0078221;ESPACIOS FUNCIONALES;FRANCISCO EDUARDO ENRÍQUEZ BELALCÁZAR;Si;;C
2019 - Convocatoria 833 - 2018;COL0078249;UBUNTU;PABLO ALEXANDER MUNEVAR GARCIA;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0078249;UBUNTU;PABLO ALEXANDER MUNEVAR GARCIA;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0078249;UBUNTU;PABLO ALEXANDER MUNEVAR GARCIA;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0078249;UBUNTU;PABLO ALEXANDER MUNEVAR GARCIA;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0078249;UBUNTU;PABLO ALEXANDER MUNEVAR GARCIA;Si;;C
2017 - Convocatoria 781 - 2017;COL0078277;DESARROLLO Y GESTIÓN DE TECNOLOGÍAS PARA LAS ORGANIZACIONES Y LA SOCIEDAD TECNOS;ERNESTO AMARU GALVIS LISTA;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0078277;DESARROLLO Y GESTIÓN DE TECNOLOGÍAS PARA LAS ORGANIZACIONES Y LA SOCIEDAD TECNOS;ERNESTO AMARU GALVIS LISTA;Si;Sí;B
2013 - Convocatoria 640 - 2013;COL0078277;DESARROLLO Y GESTIÓN DE TECNOLOGÍAS PARA LAS ORGANIZACIONES Y LA SOCIEDAD TECNOS;ERNESTO AMARU GALVIS LISTA;No;;No reconocido_Avalado
2013 - Convocatoria 640 - 2013;COL0078286;GESTIÓN Y POLÍTICAS PÚBLICAS TERRITORIALES -GPPT-;JUAN ANTONIO ZORNOZA BONILLA;Si;;C
2016 - Convocatoria 737 - 2015;COL0078286;GESTIÓN Y POLÍTICAS PÚBLICAS TERRITORIALES -GPPT-;JUAN ANTONIO ZORNOZA BONILLA;Si;SÍ;D
2019 - Convocatoria 833 - 2018;COL0078295;SIGMA;ADRIANA GÓMEZ GÓMEZ;Si;Sí;A1
2017 - Convocatoria 781 - 2017;COL0078295;SIGMA;ADRIANA GÓMEZ GÓMEZ;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0078295;SIGMA;ADRIANA GÓMEZ GÓMEZ;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0078295;SIGMA;ADRIANA GÓMEZ GÓMEZ;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0078295;SIGMA;ADRIANA GÓMEZ GÓMEZ;No;;No reconocido_Avalado
2019 - Convocatoria 833 - 2018;COL0078301;KUMANGUI (GRUPO DE INVESTIGACIÓN EN ARTROPODOS DE LA UNIVERSIDAD DISTRITAL);ALEXANDER GARCIA GARCIA;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0078301;KUMANGUI (GRUPO DE INVESTIGACIÓN EN ARTROPODOS DE LA UNIVERSIDAD DISTRITAL);ALEXANDER GARCIA GARCIA;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0078301;KUMANGUI (GRUPO DE INVESTIGACIÓN EN ARTROPODOS DE LA UNIVERSIDAD DISTRITAL);ALEXANDER GARCIA GARCIA;Si;;C
2017 - Convocatoria 781 - 2017;COL0078301;KUMANGUI (GRUPO DE INVESTIGACIÓN EN ARTROPODOS DE LA UNIVERSIDAD DISTRITAL);ALEXANDER GARCIA GARCIA;Si;Sí;C
2015 - Convocatoria 693 - 2014;COL0078301;KUMANGUI (GRUPO DE INVESTIGACIÓN EN ARTROPODOS DE LA UNIVERSIDAD DISTRITAL);ALEXANDER GARCIA GARCIA;Si;SÍ;C
2019 - Convocatoria 833 - 2018;COL0078319;GRUPO DE INVESTIGACIÓN EN ESTUDIOS MICRO Y MACRO AMBIENTALES MICRAM;YAMILE PEDRAZA JIMENEZ;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0078319;GRUPO DE INVESTIGACIÓN EN ESTUDIOS MICRO Y MACRO AMBIENTALES MICRAM;YAMILE PEDRAZA JIMENEZ;Si;Sí;Reconocido
2016 - Convocatoria 737 - 2015;COL0078319;GRUPO DE INVESTIGACIÓN EN ESTUDIOS MICRO Y MACRO AMBIENTALES MICRAM;YAMILE PEDRAZA JIMENEZ;Si;SÍ;D
2019 - Convocatoria 833 - 2018;COL0078366;JUEGO, CUERPO Y MOTRICIDAD;CLAUDIA MARITZA GUZMÁN ARIZA;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0078366;JUEGO, CUERPO Y MOTRICIDAD;ROLANDO CHAPARRO HURTADO;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0078366;JUEGO, CUERPO Y MOTRICIDAD;ROLANDO CHAPARRO HURTADO;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0078366;JUEGO, CUERPO Y MOTRICIDAD;ROLANDO CHAPARRO HURTADO;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0078366;JUEGO, CUERPO Y MOTRICIDAD;ROLANDO CHAPARRO HURTADO;Si;;D
2016 - Convocatoria 737 - 2015;COL0078384;DERECHO, SOCIEDAD Y DESARROLLO;RODRIGO HERNÁN TORREJANO VARGAS;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0078384;DERECHO, SOCIEDAD Y DESARROLLO;RODRIGO HERNÁN TORREJANO VARGAS;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0078384;DERECHO, SOCIEDAD Y DESARROLLO;RODRIGO HERNÁN TORREJANO VARGAS;Si;;C
2013 - Convocatoria 640 - 2013;COL0078428;MICOBAC-UN;MARTHA ISABEL MURCIA ARANGUREN;Si;;B
2019 - Convocatoria 833 - 2018;COL0078428;MICOBAC-UN;MARTHA ISABEL MURCIA ARANGUREN;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0078428;MICOBAC-UN;MARTHA ISABEL MURCIA ARANGUREN;Si;Sí;A
2016 - Convocatoria 737 - 2015;COL0078428;MICOBAC-UN;MARTHA ISABEL MURCIA ARANGUREN;Si;SÍ;B
2015 - Convocatoria 693 - 2014;COL0078428;MICOBAC-UN;MARTHA ISABEL MURCIA ARANGUREN;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0078455;G-3IN;ANA CRISTINA ZUNIGA ZAPATA;Si;;C
2019 - Convocatoria 833 - 2018;COL0078455;G-3IN;LEONIDAS DE JESÚS MILLÁN CARDONA;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0078455;G-3IN;LEONIDAS DE JESÚS MILLÁN CARDONA;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0078455;G-3IN;ANA CRISTINA ZUNIGA ZAPATA;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0078455;G-3IN;ANA CRISTINA ZUNIGA ZAPATA;Si;SÍ;C
2019 - Convocatoria 833 - 2018;COL0078464;PEDAGOGÍA, TECNOLOGÍA Y SOCIEDAD EN LAS ARTES VISUALES;JUAN CARLOS ARIAS HERRERA;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0078464;PEDAGOGÍA, TECNOLOGÍA Y SOCIEDAD EN LAS ARTES VISUALES;RICARDO BENJAMÍN TOLEDO CASTELLANOS;Si;SÍ;C
2013 - Convocatoria 640 - 2013;COL0078464;PEDAGOGÍA, TECNOLOGÍA Y SOCIEDAD EN LAS ARTES VISUALES;RICARDO BENJAMÍN TOLEDO CASTELLANOS;Si;;B
2017 - Convocatoria 781 - 2017;COL0078464;PEDAGOGÍA, TECNOLOGÍA Y SOCIEDAD EN LAS ARTES VISUALES;RICARDO BENJAMÍN TOLEDO CASTELLANOS;Si;Sí;B
2015 - Convocatoria 693 - 2014;COL0078464;PEDAGOGÍA, TECNOLOGÍA Y SOCIEDAD EN LAS ARTES VISUALES;RICARDO BENJAMÍN TOLEDO CASTELLANOS;Si;SÍ;B
2019 - Convocatoria 833 - 2018;COL0078535;ACFYDE;RAFAEL QUINTERO BURGOS;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0078562;INTERCAMBIO Y MIGRACIONES EN EL ARTE DE AMERICA LATINA Y EL CARIBE;MARIA CLARA BERNAL BERMUDEZ;Si;Sí;C
